time,pressure_level
2022-05-20 12:25:51,748.04
2022-05-20 12:28:21,747.99
2022-05-20 12:35:51,747.92
2022-05-20 12:40:51,747.86
2022-05-20 12:43:21,747.83
2022-05-20 12:48:21,747.77
2022-05-20 12:50:51,747.69
2022-05-20 13:03:21,747.63
2022-05-20 13:05:51,747.56
2022-05-20 13:10:51,747.56
2022-05-20 13:18:21,747.53
2022-05-20 13:25:51,747.59
2022-05-20 13:33:21,747.54
2022-05-20 13:35:51,747.57
2022-05-20 13:43:21,747.43
2022-05-20 13:50:51,747.43
2022-05-20 13:58:21,747.4
2022-05-20 14:03:21,747.33
2022-05-20 14:05:51,747.33
2022-05-20 14:10:52,747.21
2022-05-20 14:13:22,747.21
2022-05-20 14:18:22,747.14
2022-05-20 14:20:52,747.15
2022-05-20 14:25:51,747.08
2022-05-20 14:28:21,747.07
2022-05-20 14:33:22,747.02
2022-05-20 14:35:52,747.01
2022-05-20 14:40:51,747.04
2022-05-20 14:43:22,747.0
2022-05-20 14:48:22,746.96
2022-05-20 14:50:52,746.96
2022-05-20 14:55:52,746.92
2022-05-20 14:58:22,746.9
2022-05-20 15:03:22,746.92
2022-05-20 15:10:51,746.83
2022-05-20 15:18:22,746.83
2022-05-20 15:25:52,746.84
2022-05-20 15:33:22,746.81
2022-05-20 15:38:22,746.78
2022-05-20 15:40:52,746.73
2022-05-20 15:48:22,746.74
2022-05-20 15:53:22,746.73
2022-05-20 15:55:52,746.73
2022-05-20 16:00:52,746.7
2022-05-20 16:08:22,746.67
2022-05-20 16:15:51,746.7
2022-05-20 16:23:22,746.66
2022-05-20 16:28:21,746.71
2022-05-20 16:35:52,746.66
2022-05-20 16:40:52,746.73
2022-05-20 16:43:22,746.75
2022-05-20 16:48:22,746.85
2022-05-20 16:50:52,746.84
2022-05-20 16:55:52,746.91
2022-05-20 17:03:22,746.94
2022-05-20 17:10:52,746.98
2022-05-20 17:15:51,746.97
2022-05-20 17:18:22,747.01
2022-05-20 17:23:22,747.08
2022-05-20 17:30:51,747.15
2022-05-20 17:38:22,747.25
2022-05-20 17:43:22,747.28
2022-05-20 17:45:51,747.32
2022-05-20 17:50:52,747.31
2022-05-20 18:00:52,747.43
2022-05-20 18:03:22,747.46
2022-05-20 18:08:22,747.47
2022-05-20 18:15:52,747.57
2022-05-20 18:20:52,747.63
2022-05-20 18:23:21,747.67
2022-05-20 18:28:22,747.72
2022-05-20 18:35:52,747.95
2022-05-20 18:40:52,747.95
2022-05-20 18:48:22,747.96
2022-05-20 18:55:52,747.95
2022-05-20 19:03:22,747.98
2022-05-20 19:08:22,748.08
2022-05-20 19:10:52,748.17
2022-05-20 19:15:52,748.23
2022-05-20 19:18:22,748.33
2022-05-20 19:23:22,748.38
2022-05-20 19:25:52,748.4
2022-05-20 19:30:52,748.46
2022-05-20 19:38:22,748.51
2022-05-20 19:45:52,748.64
2022-05-20 19:50:52,748.6
2022-05-20 19:58:22,748.75
2022-05-20 20:03:22,748.74
2022-05-20 20:05:52,748.8
2022-05-20 20:10:52,748.87
2022-05-20 20:13:22,748.84
2022-05-20 20:15:52,748.85
2022-05-20 20:18:22,748.88
2022-05-20 20:20:52,748.9
2022-05-20 20:23:22,748.86
2022-05-20 20:25:52,748.89
2022-05-20 20:28:22,748.91
2022-05-20 20:30:52,748.95
2022-05-20 20:33:22,749.01
2022-05-20 20:35:52,749.0
2022-05-20 20:38:22,749.03
2022-05-20 20:40:52,749.06
2022-05-20 20:43:22,749.13
2022-05-20 20:45:52,749.15
2022-05-20 20:48:22,749.13
2022-05-20 20:50:52,749.19
2022-05-20 20:53:22,749.15
2022-05-20 20:55:52,749.22
2022-05-20 20:58:22,749.23
2022-05-20 21:00:52,749.27
2022-05-20 21:03:22,749.19
2022-05-20 21:05:52,749.21
2022-05-20 21:08:22,749.17
2022-05-20 21:10:52,749.13
2022-05-20 21:13:22,749.16
2022-05-20 21:15:52,749.2
2022-05-20 21:18:22,749.2
2022-05-20 21:20:52,749.23
2022-05-20 21:23:22,749.19
2022-05-20 21:25:52,749.28
2022-05-20 21:28:22,749.26
2022-05-20 21:30:52,749.26
2022-05-20 21:33:22,749.28
2022-05-20 21:35:52,749.32
2022-05-20 21:38:22,749.36
2022-05-20 21:40:52,749.38
2022-05-20 21:43:22,749.41
2022-05-20 21:45:52,749.44
2022-05-20 21:48:22,749.41
2022-05-20 21:50:52,749.42
2022-05-20 21:53:22,749.48
2022-05-20 21:55:52,749.49
2022-05-20 21:58:22,749.48
2022-05-20 22:00:52,749.47
2022-05-20 22:03:22,749.44
2022-05-20 22:05:52,749.4
2022-05-20 22:08:22,749.4
2022-05-20 22:10:52,749.37
2022-05-20 22:13:22,749.39
2022-05-20 22:15:52,749.39
2022-05-20 22:18:22,749.38
2022-05-20 22:20:52,749.4
2022-05-20 22:23:22,749.41
2022-05-20 22:25:52,749.46
2022-05-20 22:28:22,749.45
2022-05-20 22:30:52,749.4
2022-05-20 22:33:22,749.41
2022-05-20 22:35:52,749.37
2022-05-20 22:38:22,749.33
2022-05-20 22:40:52,749.32
2022-05-20 22:43:22,749.28
2022-05-20 22:45:52,749.26
2022-05-20 22:48:22,749.25
2022-05-20 22:50:52,749.24
2022-05-20 22:53:22,749.22
2022-05-20 22:55:52,749.18
2022-05-20 22:58:22,749.13
2022-05-20 23:00:52,749.09
2022-05-20 23:03:22,749.08
2022-05-20 23:05:52,749.04
2022-05-20 23:08:22,749.03
2022-05-20 23:10:52,749.06
2022-05-20 23:13:22,749.05
2022-05-20 23:15:52,749.1
2022-05-20 23:18:22,749.08
2022-05-20 23:20:52,749.09
2022-05-20 23:23:22,749.1
2022-05-20 23:25:52,749.05
2022-05-20 23:28:22,749.04
2022-05-20 23:30:52,749.08
2022-05-20 23:33:22,749.09
2022-05-20 23:35:52,749.13
2022-05-20 23:38:22,749.06
2022-05-20 23:40:52,749.1
2022-05-20 23:43:22,749.07
2022-05-20 23:45:52,749.03
2022-05-20 23:48:22,749.01
2022-05-20 23:50:52,748.94
2022-05-20 23:53:22,748.97
2022-05-20 23:55:52,748.95
2022-05-20 23:58:22,748.92
2022-05-21 00:00:52,748.91
2022-05-21 00:03:22,748.87
2022-05-21 00:05:52,748.77
2022-05-21 00:08:22,748.8
2022-05-21 00:10:52,748.76
2022-05-21 00:15:52,748.74
2022-05-21 00:18:22,748.7
2022-05-21 00:20:52,748.68
2022-05-21 00:23:22,748.66
2022-05-21 00:25:52,748.61
2022-05-21 00:28:22,748.67
2022-05-21 00:30:52,748.63
2022-05-21 00:33:22,748.67
2022-05-21 00:35:52,748.65
2022-05-21 00:38:22,748.66
2022-05-21 00:40:52,748.66
2022-05-21 00:43:22,748.66
2022-05-21 00:45:52,748.59
2022-05-21 00:48:22,748.64
2022-05-21 00:50:52,748.63
2022-05-21 00:53:22,748.62
2022-05-21 00:55:52,748.64
2022-05-21 00:58:22,748.65
2022-05-21 01:00:52,748.65
2022-05-21 01:03:22,748.63
2022-05-21 01:05:52,748.64
2022-05-21 01:08:22,748.66
2022-05-21 01:10:52,748.64
2022-05-21 01:15:52,748.65
2022-05-21 01:23:22,748.67
2022-05-21 01:25:52,748.62
2022-05-21 01:28:22,748.65
2022-05-21 01:30:52,748.65
2022-05-21 01:33:22,748.64
2022-05-21 01:35:52,748.63
2022-05-21 01:38:22,748.55
2022-05-21 01:40:52,748.54
2022-05-21 01:43:22,748.52
2022-05-21 01:45:52,748.52
2022-05-21 01:48:22,748.49
2022-05-21 01:50:52,748.46
2022-05-21 01:53:22,748.49
2022-05-21 01:55:52,748.47
2022-05-21 01:58:22,748.49
2022-05-21 02:03:22,748.44
2022-05-21 02:05:52,748.43
2022-05-21 02:08:22,748.44
2022-05-21 02:10:52,748.45
2022-05-21 02:13:22,748.49
2022-05-21 02:15:52,748.44
2022-05-21 02:18:22,748.46
2022-05-21 02:20:52,748.45
2022-05-21 02:23:22,748.41
2022-05-21 02:25:52,748.44
2022-05-21 02:28:22,748.39
2022-05-21 02:30:52,748.36
2022-05-21 02:33:22,748.33
2022-05-21 02:35:52,748.37
2022-05-21 02:38:22,748.34
2022-05-21 02:40:52,748.36
2022-05-21 02:45:52,748.38
2022-05-21 02:48:22,748.34
2022-05-21 02:50:52,748.28
2022-05-21 02:53:22,748.28
2022-05-21 02:55:52,748.26
2022-05-21 02:58:22,748.24
2022-05-21 03:00:52,748.25
2022-05-21 03:03:22,748.26
2022-05-21 03:05:52,748.21
2022-05-21 03:08:22,748.15
2022-05-21 03:10:52,748.18
2022-05-21 03:13:22,748.2
2022-05-21 03:15:52,748.24
2022-05-21 03:18:22,748.22
2022-05-21 03:23:22,748.26
2022-05-21 03:25:52,748.21
2022-05-21 03:28:22,748.27
2022-05-21 03:30:52,748.29
2022-05-21 03:33:22,748.26
2022-05-21 03:35:52,748.26
2022-05-21 03:38:22,748.23
2022-05-21 03:40:52,748.22
2022-05-21 03:43:22,748.21
2022-05-21 03:45:52,748.21
2022-05-21 03:48:22,748.24
2022-05-21 03:50:52,748.26
2022-05-21 03:53:22,748.27
2022-05-21 03:55:52,748.24
2022-05-21 03:58:22,748.27
2022-05-21 04:00:52,748.27
2022-05-21 04:05:52,748.25
2022-05-21 04:08:22,748.31
2022-05-21 04:10:52,748.28
2022-05-21 04:13:22,748.28
2022-05-21 04:15:52,748.24
2022-05-21 04:18:22,748.23
2022-05-21 04:20:52,748.22
2022-05-21 04:23:22,748.19
2022-05-21 04:25:52,748.22
2022-05-21 04:28:22,748.22
2022-05-21 04:30:52,748.2
2022-05-21 04:33:22,748.21
2022-05-21 04:35:52,748.22
2022-05-21 04:38:22,748.25
2022-05-21 04:40:52,748.31
2022-05-21 04:43:22,748.29
2022-05-21 04:48:22,748.32
2022-05-21 04:50:52,748.29
2022-05-21 04:53:22,748.33
2022-05-21 04:55:52,748.34
2022-05-21 04:58:22,748.32
2022-05-21 05:00:52,748.35
2022-05-21 05:03:22,748.34
2022-05-21 05:05:52,748.37
2022-05-21 05:08:22,748.41
2022-05-21 05:10:52,748.47
2022-05-21 05:13:22,748.45
2022-05-21 05:15:52,748.49
2022-05-21 05:18:22,748.51
2022-05-21 05:20:52,748.5
2022-05-21 05:25:52,748.55
2022-05-21 05:30:52,748.58
2022-05-21 05:33:22,748.65
2022-05-21 05:35:52,748.66
2022-05-21 05:38:22,748.63
2022-05-21 05:40:52,748.67
2022-05-21 05:43:22,748.71
2022-05-21 05:45:52,748.72
2022-05-21 05:48:22,748.72
2022-05-21 05:50:52,748.7
2022-05-21 05:53:22,748.68
2022-05-21 05:55:52,748.78
2022-05-21 05:58:22,748.82
2022-05-21 06:00:52,748.77
2022-05-21 06:03:22,748.84
2022-05-21 06:05:52,748.88
2022-05-21 06:08:22,748.86
2022-05-21 06:10:52,748.89
2022-05-21 06:13:22,748.93
2022-05-21 06:15:52,748.93
2022-05-21 06:18:22,748.98
2022-05-21 06:20:52,749.04
2022-05-21 06:23:22,749.06
2022-05-21 06:25:52,749.09
2022-05-21 06:28:22,749.06
2022-05-21 06:30:52,749.11
2022-05-21 06:33:22,749.15
2022-05-21 06:35:52,749.17
2022-05-21 06:38:22,749.21
2022-05-21 06:40:52,749.21
2022-05-21 06:43:22,749.25
2022-05-21 06:45:52,749.29
2022-05-21 06:48:22,749.3
2022-05-21 06:50:52,749.29
2022-05-21 06:53:22,749.32
2022-05-21 06:55:52,749.4
2022-05-21 06:58:22,749.36
2022-05-21 07:00:52,749.35
2022-05-21 07:03:22,749.38
2022-05-21 07:05:52,749.48
2022-05-21 07:08:22,749.54
2022-05-21 07:10:52,749.57
2022-05-21 07:13:22,749.56
2022-05-21 07:15:52,749.62
2022-05-21 07:18:22,749.57
2022-05-21 07:20:52,749.67
2022-05-21 07:23:22,749.69
2022-05-21 07:25:52,749.73
2022-05-21 07:28:22,749.78
2022-05-21 07:30:52,749.82
2022-05-21 07:33:22,749.79
2022-05-21 07:35:52,749.85
2022-05-21 07:38:22,749.83
2022-05-21 07:40:52,749.84
2022-05-21 07:43:22,749.92
2022-05-21 07:45:52,749.9
2022-05-21 07:48:22,749.95
2022-05-21 07:50:52,750.0
2022-05-21 07:53:22,750.03
2022-05-21 07:55:52,750.01
2022-05-21 07:58:22,750.0
2022-05-21 08:00:52,750.08
2022-05-21 08:03:22,750.19
2022-05-21 08:05:52,750.16
2022-05-21 08:08:22,750.22
2022-05-21 08:10:52,750.23
2022-05-21 08:13:22,750.18
2022-05-21 08:15:52,750.18
2022-05-21 08:18:22,750.18
2022-05-21 08:20:52,750.22
2022-05-21 08:23:22,750.21
2022-05-21 08:25:52,750.21
2022-05-21 08:28:22,750.17
2022-05-21 08:30:52,750.14
2022-05-21 08:33:22,750.14
2022-05-21 08:35:52,750.18
2022-05-21 08:38:22,750.18
2022-05-21 08:40:52,750.21
2022-05-21 08:43:22,750.21
2022-05-21 08:45:52,750.19
2022-05-21 08:48:22,750.22
2022-05-21 08:50:52,750.21
2022-05-21 08:53:22,750.14
2022-05-21 09:00:52,750.1
2022-05-21 09:03:22,750.11
2022-05-21 09:10:52,750.17
2022-05-21 09:13:22,750.14
2022-05-21 09:15:52,750.24
2022-05-21 09:20:52,750.27
2022-05-21 09:23:22,750.27
2022-05-21 09:25:52,750.29
2022-05-21 09:28:22,750.32
2022-05-21 09:30:52,750.29
2022-05-21 09:35:54,750.33
2022-05-21 09:38:22,750.32
2022-05-21 09:48:22,750.24
2022-05-21 09:50:52,750.27
2022-05-21 09:55:52,750.19
2022-05-21 10:00:52,750.14
2022-05-21 10:05:52,750.11
2022-05-21 10:10:52,750.1
2022-05-21 10:15:52,750.06
2022-05-21 10:28:22,750.0
2022-05-21 10:33:22,749.99
2022-05-21 10:35:52,750.07
2022-05-21 10:43:22,749.94
2022-05-21 10:48:22,749.88
2022-05-21 10:50:52,749.85
2022-05-21 11:03:22,749.82
2022-05-21 11:10:52,749.76
2022-05-21 11:18:22,749.72
2022-05-21 11:20:52,749.68
2022-05-21 11:25:52,749.68
2022-05-21 11:28:22,749.68
2022-05-21 11:30:52,749.67
2022-05-21 11:33:22,749.68
2022-05-21 11:35:52,749.61
2022-05-21 11:38:22,749.53
2022-05-21 11:45:52,749.51
2022-05-21 11:48:22,749.57
2022-05-21 11:53:22,749.58
2022-05-21 11:55:52,749.54
2022-05-21 12:08:22,749.47
2022-05-21 12:10:52,749.4
2022-05-21 12:13:22,749.37
2022-05-21 12:18:22,749.4
2022-05-21 12:20:52,749.42
2022-05-21 12:25:52,749.32
2022-05-21 12:28:22,749.29
2022-05-21 12:33:22,749.21
2022-05-21 12:35:52,749.25
2022-05-21 12:40:52,749.18
2022-05-21 12:43:22,749.11
2022-05-21 12:48:22,749.18
2022-05-21 12:50:52,749.1
2022-05-21 13:00:52,748.93
2022-05-21 13:03:22,748.91
2022-05-21 13:05:52,748.88
2022-05-21 13:08:22,748.76
2022-05-21 13:10:52,748.77
2022-05-21 13:13:22,748.76
2022-05-21 13:15:52,748.73
2022-05-21 13:18:22,748.75
2022-05-21 13:20:52,748.62
2022-05-21 13:23:22,748.66
2022-05-21 13:25:52,748.62
2022-05-21 13:28:22,748.59
2022-05-21 13:30:52,748.51
2022-05-21 13:33:22,748.57
2022-05-21 13:38:22,748.42
2022-05-21 13:40:52,748.38
2022-05-21 13:43:22,748.31
2022-05-21 13:45:54,748.27
2022-05-21 13:48:22,748.32
2022-05-21 13:50:52,748.46
2022-05-21 13:53:23,748.37
2022-05-21 13:55:52,748.33
2022-05-21 13:58:22,748.2
2022-05-21 14:00:52,748.19
2022-05-21 14:03:22,748.07
2022-05-21 14:05:52,748.17
2022-05-21 14:08:22,748.0
2022-05-21 14:10:52,748.06
2022-05-21 14:13:22,748.18
2022-05-21 14:15:52,748.01
2022-05-21 14:18:22,747.93
2022-05-21 14:20:52,747.94
2022-05-21 14:23:22,747.86
2022-05-21 14:25:52,747.86
2022-05-21 14:28:22,747.95
2022-05-21 14:30:52,747.97
2022-05-21 14:33:22,747.81
2022-05-21 14:35:52,747.85
2022-05-21 14:38:22,747.9
2022-05-21 14:40:52,747.86
2022-05-21 14:43:22,747.91
2022-05-21 14:45:52,747.81
2022-05-21 14:48:22,747.8
2022-05-21 14:50:52,747.78
2022-05-21 14:53:22,747.84
2022-05-21 14:55:52,747.74
2022-05-21 14:58:22,747.7
2022-05-21 15:00:52,747.72
2022-05-21 15:03:22,747.73
2022-05-21 15:05:52,747.68
2022-05-21 15:08:22,747.64
2022-05-21 15:10:52,747.65
2022-05-21 15:13:22,747.58
2022-05-21 15:15:52,747.57
2022-05-21 15:18:22,747.57
2022-05-21 15:20:52,747.59
2022-05-21 15:23:22,747.64
2022-05-21 15:25:52,747.62
2022-05-21 15:28:22,747.55
2022-05-21 15:30:52,747.51
2022-05-21 15:35:52,747.47
2022-05-21 15:38:22,747.42
2022-05-21 15:40:52,747.43
2022-05-21 15:45:52,747.38
2022-05-21 15:48:22,747.47
2022-05-21 15:53:22,747.36
2022-05-21 15:55:52,747.36
2022-05-21 16:00:52,747.35
2022-05-21 16:03:22,747.27
2022-05-21 16:08:22,747.31
2022-05-21 16:13:22,747.38
2022-05-21 16:15:52,747.34
2022-05-21 16:18:22,747.39
2022-05-21 16:20:52,747.41
2022-05-21 16:23:22,747.42
2022-05-21 16:25:52,747.42
2022-05-21 16:28:22,747.5
2022-05-21 16:30:52,747.52
2022-05-21 16:33:22,747.5
2022-05-21 16:35:52,747.54
2022-05-21 16:38:22,747.64
2022-05-21 16:40:52,747.62
2022-05-21 16:43:22,747.66
2022-05-21 16:45:52,747.66
2022-05-21 16:50:52,747.75
2022-05-21 16:53:22,747.72
2022-05-21 16:55:52,747.8
2022-05-21 16:58:22,747.79
2022-05-21 17:00:52,747.86
2022-05-21 17:03:22,747.88
2022-05-21 17:05:52,747.81
2022-05-21 17:08:22,747.79
2022-05-21 17:10:52,747.86
2022-05-21 17:13:22,747.96
2022-05-21 17:15:52,747.81
2022-05-21 17:18:22,747.89
2022-05-21 17:20:52,747.85
2022-05-21 17:23:22,747.93
2022-05-21 17:28:22,747.91
2022-05-21 17:30:52,747.95
2022-05-21 17:33:22,747.86
2022-05-21 17:35:52,748.0
2022-05-21 17:38:22,748.09
2022-05-21 17:40:52,748.02
2022-05-21 17:43:22,748.15
2022-05-21 17:45:52,748.11
2022-05-21 17:48:22,748.16
2022-05-21 17:50:52,748.05
2022-05-21 17:53:22,748.04
2022-05-21 17:55:52,748.05
2022-05-21 17:58:22,748.12
2022-05-21 18:00:52,748.13
2022-05-21 18:05:52,748.17
2022-05-21 18:08:22,748.1
2022-05-21 18:10:52,748.11
2022-05-21 18:13:22,748.13
2022-05-21 18:15:52,748.19
2022-05-21 18:18:22,748.16
2022-05-21 18:20:52,748.14
2022-05-21 18:23:22,748.28
2022-05-21 18:25:52,748.27
2022-05-21 18:28:22,748.24
2022-05-21 18:30:52,748.25
2022-05-21 18:33:22,748.29
2022-05-21 18:35:52,748.31
2022-05-21 18:38:22,748.37
2022-05-21 18:43:22,748.44
2022-05-21 18:50:52,748.51
2022-05-21 18:53:22,748.61
2022-05-21 18:58:22,748.83
2022-05-21 19:00:52,748.93
2022-05-21 19:05:52,748.99
2022-05-21 19:08:22,748.97
2022-05-21 19:13:22,749.04
2022-05-21 19:15:52,749.06
2022-05-21 19:20:52,749.04
2022-05-21 19:25:52,749.2
2022-05-21 19:28:22,749.3
2022-05-21 19:30:52,749.29
2022-05-21 19:33:22,749.27
2022-05-21 19:35:52,749.29
2022-05-21 19:38:25,749.41
2022-05-21 19:40:52,749.42
2022-05-21 19:43:22,749.31
2022-05-21 19:45:52,749.32
2022-05-21 19:48:22,749.29
2022-05-21 19:50:52,749.3
2022-05-21 19:53:22,749.29
2022-05-21 19:55:52,749.34
2022-05-21 19:58:22,749.36
2022-05-21 20:03:22,749.35
2022-05-21 20:05:52,749.46
2022-05-21 20:08:22,749.56
2022-05-21 20:10:52,749.54
2022-05-21 20:13:22,749.5
2022-05-21 20:15:52,749.55
2022-05-21 20:18:22,749.64
2022-05-21 20:20:52,749.68
2022-05-21 20:23:22,749.71
2022-05-21 20:25:52,749.7
2022-05-21 20:28:22,749.72
2022-05-21 20:30:52,749.66
2022-05-21 20:33:22,749.67
2022-05-21 20:35:52,749.61
2022-05-21 20:38:22,749.6
2022-05-21 20:40:52,749.52
2022-05-21 20:43:22,749.52
2022-05-21 20:45:52,749.49
2022-05-21 20:48:22,749.5
2022-05-21 20:50:52,749.43
2022-05-21 20:53:22,749.49
2022-05-21 20:55:52,749.52
2022-05-21 20:58:22,749.61
2022-05-21 21:00:52,749.68
2022-05-21 21:03:22,749.77
2022-05-21 21:05:52,749.83
2022-05-21 21:08:22,749.82
2022-05-21 21:10:52,749.76
2022-05-21 21:13:22,749.75
2022-05-21 21:18:22,749.77
2022-05-21 21:20:52,749.77
2022-05-21 21:23:22,749.8
2022-05-21 21:25:52,749.74
2022-05-21 21:28:22,749.69
2022-05-21 21:33:22,749.64
2022-05-21 21:35:52,749.61
2022-05-21 21:38:22,749.66
2022-05-21 21:40:52,749.68
2022-05-21 21:43:22,749.69
2022-05-21 21:45:52,749.69
2022-05-21 21:48:22,749.73
2022-05-21 21:50:52,749.75
2022-05-21 21:53:22,749.77
2022-05-21 21:55:52,749.83
2022-05-21 22:00:52,749.84
2022-05-21 22:03:22,749.89
2022-05-21 22:05:52,749.91
2022-05-21 22:08:22,749.91
2022-05-21 22:10:52,749.91
2022-05-21 22:15:52,749.87
2022-05-21 22:18:22,749.89
2022-05-21 22:23:22,749.97
2022-05-21 22:25:52,749.99
2022-05-21 22:28:22,750.05
2022-05-21 22:30:52,750.03
2022-05-21 22:33:22,749.99
2022-05-21 22:35:52,749.96
2022-05-21 22:38:22,750.0
2022-05-21 22:43:22,749.93
2022-05-21 22:45:52,749.89
2022-05-21 22:48:22,749.94
2022-05-21 22:50:52,749.95
2022-05-21 22:53:22,750.0
2022-05-21 22:55:52,750.02
2022-05-21 22:58:22,750.0
2022-05-21 23:00:52,749.96
2022-05-21 23:05:52,749.93
2022-05-21 23:08:22,750.02
2022-05-21 23:10:52,749.97
2022-05-21 23:13:22,749.95
2022-05-21 23:15:52,749.87
2022-05-21 23:18:22,749.83
2022-05-21 23:20:52,749.82
2022-05-21 23:25:52,749.81
2022-05-21 23:28:22,749.79
2022-05-21 23:30:52,749.79
2022-05-21 23:33:22,749.71
2022-05-21 23:35:52,749.72
2022-05-21 23:38:22,749.74
2022-05-21 23:40:52,749.74
2022-05-21 23:43:22,749.73
2022-05-21 23:45:52,749.72
2022-05-21 23:48:22,749.75
2022-05-21 23:50:52,749.76
2022-05-21 23:53:22,749.7
2022-05-21 23:55:52,749.74
2022-05-21 23:58:22,749.72
2022-05-22 00:00:52,749.7
2022-05-22 00:03:22,749.7
2022-05-22 00:05:52,749.71
2022-05-22 00:08:22,749.7
2022-05-22 00:10:52,749.69
2022-05-22 00:13:22,749.68
2022-05-22 00:15:52,749.66
2022-05-22 00:18:23,749.64
2022-05-22 00:20:52,749.7
2022-05-22 00:23:22,749.65
2022-05-22 00:25:52,749.63
2022-05-22 00:28:22,749.55
2022-05-22 00:30:52,749.56
2022-05-22 00:33:22,749.55
2022-05-22 00:38:22,749.62
2022-05-22 00:40:52,749.64
2022-05-22 00:43:22,749.6
2022-05-22 00:45:52,749.51
2022-05-22 00:48:22,749.51
2022-05-22 00:50:52,749.54
2022-05-22 00:53:22,749.52
2022-05-22 00:55:52,749.51
2022-05-22 00:58:22,749.5
2022-05-22 01:00:52,749.44
2022-05-22 01:03:22,749.46
2022-05-22 01:05:52,749.44
2022-05-22 01:08:22,749.37
2022-05-22 01:10:52,749.38
2022-05-22 01:13:22,749.38
2022-05-22 01:15:52,749.37
2022-05-22 01:20:52,749.36
2022-05-22 01:23:22,749.34
2022-05-22 01:28:22,749.3
2022-05-22 01:33:22,749.29
2022-05-22 01:35:52,749.32
2022-05-22 01:38:22,749.3
2022-05-22 01:40:52,749.3
2022-05-22 01:43:22,749.33
2022-05-22 01:45:52,749.32
2022-05-22 01:48:22,749.34
2022-05-22 01:50:52,749.28
2022-05-22 01:53:22,749.22
2022-05-22 01:55:52,749.14
2022-05-22 01:58:22,749.08
2022-05-22 02:00:52,749.12
2022-05-22 02:03:22,749.08
2022-05-22 02:05:52,749.05
2022-05-22 02:10:52,748.95
2022-05-22 02:15:52,748.87
2022-05-22 02:18:23,748.88
2022-05-22 02:20:52,748.86
2022-05-22 02:23:22,748.82
2022-05-22 02:25:53,748.78
2022-05-22 02:28:22,748.8
2022-05-22 02:30:52,748.83
2022-05-22 02:33:22,748.71
2022-05-22 02:35:52,748.71
2022-05-22 02:38:22,748.71
2022-05-22 02:40:52,748.61
2022-05-22 02:45:52,748.6
2022-05-22 02:48:22,748.58
