time,hum_level
2022-05-23 21:10:54,49.54
2022-05-23 21:13:24,49.54
2022-05-23 21:15:54,49.54
2022-05-23 21:18:24,49.56
2022-05-23 21:20:54,49.55
2022-05-23 21:23:24,49.52
2022-05-23 21:25:54,49.53
2022-05-23 21:28:24,49.53
2022-05-23 21:30:54,49.54
2022-05-23 21:33:24,49.57
2022-05-23 21:38:24,49.64
2022-05-23 21:40:54,49.68
2022-05-23 21:43:24,49.7
2022-05-23 21:45:54,49.75
2022-05-23 21:48:24,49.83
2022-05-23 21:50:54,49.88
2022-05-23 21:53:24,49.89
2022-05-23 21:55:54,49.92
2022-05-23 21:58:24,49.92
2022-05-23 22:00:54,49.88
2022-05-23 22:03:24,49.86
2022-05-23 22:05:54,49.84
2022-05-23 22:08:24,49.81
2022-05-23 22:10:54,49.79
2022-05-23 22:13:24,49.78
2022-05-23 22:15:54,49.81
2022-05-23 22:18:24,49.84
2022-05-23 22:20:54,49.89
2022-05-23 22:23:24,49.93
2022-05-23 22:25:54,49.99
2022-05-23 22:28:24,50.08
2022-05-23 22:30:54,50.11
2022-05-23 22:33:24,50.15
2022-05-23 22:35:54,50.16
2022-05-23 22:38:24,50.25
2022-05-23 22:40:54,50.29
2022-05-23 22:43:24,50.32
2022-05-23 22:45:54,50.33
2022-05-23 22:48:24,50.35
2022-05-23 22:50:54,50.34
2022-05-23 22:53:24,50.32
2022-05-23 22:55:54,50.32
2022-05-23 22:58:24,50.3
2022-05-23 23:00:54,50.29
2022-05-23 23:05:54,50.17
2022-05-23 23:08:24,50.1
2022-05-23 23:10:54,50.05
2022-05-23 23:13:24,50.01
2022-05-23 23:15:54,49.97
2022-05-23 23:18:24,49.97
2022-05-23 23:20:54,49.96
2022-05-23 23:23:24,49.97
2022-05-23 23:28:24,49.93
2022-05-23 23:30:54,49.92
2022-05-23 23:33:24,49.9
2022-05-23 23:35:54,49.93
2022-05-23 23:38:24,49.94
2022-05-23 23:40:54,49.95
2022-05-23 23:43:24,49.94
2022-05-23 23:45:54,49.92
2022-05-23 23:48:24,49.93
2022-05-23 23:50:54,49.94
2022-05-23 23:55:54,49.99
2022-05-23 23:58:24,50.02
2022-05-24 00:00:54,50.04
2022-05-24 00:03:24,50.1
2022-05-24 00:05:54,50.1
2022-05-24 00:08:24,50.09
2022-05-24 00:10:54,50.1
2022-05-24 00:13:24,50.1
2022-05-24 00:15:54,50.1
2022-05-24 00:18:24,50.11
2022-05-24 00:20:54,50.13
2022-05-24 00:23:24,50.12
2022-05-24 00:25:54,50.14
2022-05-24 00:30:54,50.04
2022-05-24 00:33:24,49.97
2022-05-24 00:35:54,49.92
2022-05-24 00:38:24,49.88
2022-05-24 00:40:54,49.79
2022-05-24 00:43:24,49.68
2022-05-24 00:45:54,49.6
2022-05-24 00:48:24,49.54
2022-05-24 00:50:54,49.43
2022-05-24 00:53:24,49.35
2022-05-24 00:55:54,49.28
2022-05-24 00:58:24,49.22
2022-05-24 01:00:54,49.18
2022-05-24 01:03:24,49.08
2022-05-24 01:05:54,49.0
2022-05-24 01:08:24,48.97
2022-05-24 01:10:54,48.95
2022-05-24 01:13:24,48.89
2022-05-24 01:15:54,48.88
2022-05-24 01:18:24,48.86
2022-05-24 01:23:24,48.89
2022-05-24 01:25:54,48.92
2022-05-24 01:28:24,49.0
2022-05-24 01:30:54,49.08
2022-05-24 01:33:24,49.18
2022-05-24 01:35:54,49.28
2022-05-24 01:38:24,49.42
2022-05-24 01:40:54,49.54
2022-05-24 01:43:24,49.65
2022-05-24 01:45:54,49.77
2022-05-24 01:48:24,49.86
2022-05-24 01:53:24,50.04
2022-05-24 01:55:54,50.1
2022-05-24 01:58:24,50.16
2022-05-24 02:00:54,50.17
2022-05-24 02:03:24,50.17
2022-05-24 02:05:54,50.13
2022-05-24 02:08:24,50.11
2022-05-24 02:10:54,50.07
2022-05-24 02:13:24,50.06
2022-05-24 02:15:54,50.04
2022-05-24 02:20:54,50.03
2022-05-24 02:23:24,50.05
2022-05-24 02:25:54,50.06
2022-05-24 02:28:24,50.07
2022-05-24 02:30:54,50.04
2022-05-24 02:33:24,50.03
2022-05-24 02:35:54,50.04
2022-05-24 02:38:24,50.03
2022-05-24 02:40:54,49.97
2022-05-24 02:43:24,49.92
2022-05-24 02:45:54,49.85
2022-05-24 02:48:24,49.77
2022-05-24 02:50:54,49.7
2022-05-24 02:55:54,49.52
2022-05-24 02:58:24,49.41
2022-05-24 03:00:54,49.3
2022-05-24 03:03:24,49.21
2022-05-24 03:05:54,49.12
2022-05-24 03:08:24,49.05
2022-05-24 03:10:54,48.98
2022-05-24 03:13:24,48.93
2022-05-24 03:15:54,48.91
2022-05-24 03:18:24,48.89
2022-05-24 03:23:24,48.85
2022-05-24 03:25:54,48.8
2022-05-24 03:28:24,48.74
2022-05-24 03:30:54,48.7
2022-05-24 03:35:54,48.53
2022-05-24 03:38:24,48.47
2022-05-24 03:40:54,48.42
2022-05-24 03:43:24,48.34
2022-05-24 03:45:54,48.29
2022-05-24 03:50:54,48.19
2022-05-24 03:53:24,48.14
2022-05-24 03:55:54,48.1
2022-05-24 03:58:24,48.05
2022-05-24 04:00:54,47.94
2022-05-24 04:03:24,47.96
2022-05-24 04:05:54,48.09
2022-05-24 04:08:24,48.24
2022-05-24 04:10:54,48.39
2022-05-24 04:13:24,48.52
2022-05-24 04:15:54,48.67
2022-05-24 04:18:24,48.83
2022-05-24 04:20:54,48.86
2022-05-24 04:23:24,48.78
2022-05-24 04:25:54,48.62
2022-05-24 04:28:24,48.45
2022-05-24 04:30:54,48.31
2022-05-24 04:33:24,48.22
2022-05-24 04:35:54,48.25
2022-05-24 04:38:24,48.3
2022-05-24 04:40:54,48.27
2022-05-24 04:43:24,48.26
2022-05-24 04:45:54,48.25
2022-05-24 04:48:24,48.2
2022-05-24 04:50:54,48.13
2022-05-24 04:53:24,48.1
2022-05-24 04:55:54,48.08
2022-05-24 04:58:24,48.15
2022-05-24 05:00:54,48.27
2022-05-24 05:03:24,48.39
2022-05-24 05:05:54,48.48
2022-05-24 05:08:24,48.56
2022-05-24 05:10:54,48.68
2022-05-24 05:13:24,48.79
2022-05-24 05:15:54,48.9
2022-05-24 05:20:54,49.1
2022-05-24 05:23:24,49.18
2022-05-24 05:25:54,49.23
2022-05-24 05:28:24,49.26
2022-05-24 05:30:54,49.3
2022-05-24 05:33:24,49.31
2022-05-24 05:35:54,49.33
2022-05-24 05:38:24,49.37
2022-05-24 05:40:54,49.39
2022-05-24 05:43:24,49.41
2022-05-24 05:48:24,49.38
2022-05-24 05:50:54,49.33
2022-05-24 05:53:24,49.23
2022-05-24 05:55:54,49.12
2022-05-24 05:58:24,49.02
2022-05-24 06:00:54,48.97
2022-05-24 06:03:24,48.88
2022-05-24 06:05:54,48.8
2022-05-24 06:08:24,48.74
2022-05-24 06:10:54,48.67
2022-05-24 06:15:54,48.6
2022-05-24 06:18:24,48.58
2022-05-24 06:23:24,48.59
2022-05-24 06:25:54,48.69
2022-05-24 06:28:24,48.73
2022-05-24 06:30:54,48.76
2022-05-24 06:33:24,48.79
2022-05-24 06:35:54,48.8
2022-05-24 06:38:24,48.79
2022-05-24 06:40:54,48.71
2022-05-24 06:43:24,48.68
2022-05-24 06:50:54,48.67
2022-05-24 06:53:24,48.66
2022-05-24 06:55:55,48.65
2022-05-24 06:58:24,48.7
2022-05-24 07:00:54,48.78
2022-05-24 07:03:24,49.13
2022-05-24 07:05:54,49.19
2022-05-24 07:08:24,49.18
2022-05-24 07:10:54,49.13
2022-05-24 07:13:24,49.03
2022-05-24 07:18:24,48.75
2022-05-24 07:20:54,48.62
2022-05-24 07:23:24,48.47
2022-05-24 07:25:54,48.3
2022-05-24 07:28:24,48.21
2022-05-24 07:30:54,48.13
2022-05-24 07:33:24,48.15
2022-05-24 07:35:54,48.07
2022-05-24 07:38:24,48.01
2022-05-24 07:40:54,47.92
2022-05-24 07:45:54,47.79
2022-05-24 07:48:24,47.74
2022-05-24 07:50:54,47.67
2022-05-24 07:53:24,47.61
2022-05-24 07:55:54,47.56
2022-05-24 07:58:24,47.43
2022-05-24 08:00:54,47.36
2022-05-24 08:03:24,47.32
2022-05-24 08:05:54,47.27
2022-05-24 08:08:24,47.31
2022-05-24 08:10:54,47.22
2022-05-24 08:13:24,47.15
2022-05-24 08:15:54,47.16
2022-05-24 08:18:24,47.07
2022-05-24 08:20:54,46.95
2022-05-24 08:23:24,46.85
2022-05-24 08:25:54,46.72
2022-05-24 08:28:24,46.75
2022-05-24 08:30:54,46.73
2022-05-24 08:33:24,46.75
2022-05-24 08:35:54,46.63
2022-05-24 08:38:24,46.49
2022-05-24 08:40:54,46.58
2022-05-24 08:43:24,46.54
2022-05-24 08:45:54,46.43
2022-05-24 08:48:24,46.44
2022-05-24 08:50:54,46.34
2022-05-24 08:53:24,46.22
2022-05-24 08:55:54,46.16
2022-05-24 08:58:24,46.13
2022-05-24 09:00:54,46.12
2022-05-24 09:03:24,46.01
2022-05-24 09:05:54,45.88
2022-05-24 09:08:24,45.83
2022-05-24 09:10:54,45.69
2022-05-24 09:13:24,45.62
2022-05-24 09:15:54,45.66
2022-05-24 09:18:24,45.6
2022-05-24 09:20:54,45.5
2022-05-24 09:23:24,45.42
2022-05-24 09:25:54,45.38
2022-05-24 09:28:24,45.36
2022-05-24 09:30:54,45.29
2022-05-24 09:35:54,45.14
2022-05-24 09:38:24,45.04
2022-05-24 09:40:54,44.98
2022-05-24 09:43:24,44.88
2022-05-24 09:45:54,44.81
2022-05-24 09:48:24,44.87
2022-05-24 09:50:54,44.8
2022-05-24 09:53:24,44.77
2022-05-24 09:55:54,44.75
2022-05-24 09:58:24,44.71
2022-05-24 10:00:54,44.67
2022-05-24 10:03:24,44.67
2022-05-24 10:05:54,44.6
2022-05-24 10:08:24,44.51
2022-05-24 10:10:54,44.44
2022-05-24 10:13:24,44.39
2022-05-24 10:15:54,44.33
2022-05-24 10:18:24,44.28
2022-05-24 10:23:24,44.26
2022-05-24 10:25:54,44.25
2022-05-24 10:28:24,44.24
2022-05-24 10:30:54,44.2
2022-05-24 10:33:24,44.16
2022-05-24 10:35:54,44.24
2022-05-24 10:38:24,44.25
2022-05-24 10:40:54,44.28
2022-05-24 10:43:24,44.26
2022-05-24 10:45:54,44.28
2022-05-24 10:50:54,44.18
2022-05-24 10:53:24,44.13
2022-05-24 10:55:54,44.1
2022-05-24 10:58:24,44.14
2022-05-24 11:00:54,44.12
2022-05-24 11:03:24,44.18
2022-05-24 11:05:54,44.22
2022-05-24 11:08:24,44.25
2022-05-24 11:10:54,44.34
2022-05-24 11:13:24,44.42
2022-05-24 11:15:54,44.45
2022-05-24 11:18:24,44.51
2022-05-24 11:20:54,44.53
2022-05-24 11:25:54,44.61
2022-05-24 11:28:24,44.65
2022-05-24 11:30:54,44.66
2022-05-24 11:33:24,44.67
2022-05-24 11:35:54,44.65
2022-05-24 11:38:24,44.62
2022-05-24 11:40:54,44.59
2022-05-24 11:43:24,44.56
2022-05-24 11:45:54,44.55
2022-05-24 11:48:24,44.51
2022-05-24 11:53:24,44.48
2022-05-24 11:55:54,44.47
2022-05-24 11:58:24,44.43
2022-05-24 12:00:54,44.4
2022-05-24 12:03:24,44.39
2022-05-24 12:05:54,44.33
2022-05-24 12:08:24,44.29
2022-05-24 12:10:54,44.24
2022-05-24 12:13:24,44.12
2022-05-24 12:15:54,44.06
2022-05-24 12:18:24,43.98
2022-05-24 12:20:54,43.94
2022-05-24 12:23:24,43.93
2022-05-24 12:28:24,43.69
2022-05-24 12:30:54,43.57
2022-05-24 12:33:24,43.42
2022-05-24 12:35:54,43.34
2022-05-24 12:38:24,43.23
2022-05-24 12:40:54,43.2
2022-05-24 12:43:24,43.14
2022-05-24 12:48:24,43.0
2022-05-24 12:50:54,42.94
2022-05-24 12:55:54,42.78
2022-05-24 12:58:24,42.66
2022-05-24 13:00:54,42.61
2022-05-24 13:03:24,42.46
2022-05-24 13:05:54,42.28
2022-05-24 13:08:24,42.15
2022-05-24 13:10:54,42.02
2022-05-24 13:13:24,41.86
2022-05-24 13:15:54,41.75
2022-05-24 13:18:24,41.61
2022-05-24 13:23:24,41.46
2022-05-24 13:25:54,41.39
2022-05-24 13:28:24,41.42
2022-05-24 13:30:54,41.85
2022-05-24 13:33:24,42.42
2022-05-24 13:35:56,42.99
2022-05-24 13:38:24,43.51
2022-05-24 13:40:54,44.03
2022-05-24 13:43:24,44.42
2022-05-24 13:45:54,44.82
2022-05-24 13:50:54,45.49
2022-05-24 13:53:24,45.75
2022-05-24 13:55:54,46.01
2022-05-24 13:58:24,46.24
2022-05-24 14:00:54,46.44
2022-05-24 14:03:24,46.6
2022-05-24 14:05:54,46.76
2022-05-24 14:08:24,46.88
2022-05-24 14:10:54,46.98
2022-05-24 14:13:24,47.07
2022-05-24 14:18:24,47.29
2022-05-24 14:20:54,47.5
2022-05-24 14:23:24,47.74
2022-05-24 14:25:54,47.93
2022-05-24 14:28:24,48.11
2022-05-24 14:30:54,48.24
2022-05-24 14:33:24,48.32
2022-05-24 14:35:54,48.43
2022-05-24 14:38:24,48.55
2022-05-24 14:40:54,48.67
2022-05-24 14:43:24,48.76
2022-05-24 14:45:54,48.92
2022-05-24 14:48:24,49.06
2022-05-24 14:50:54,49.18
2022-05-24 14:53:24,49.44
2022-05-24 14:55:54,49.36
2022-05-24 14:58:24,49.44
2022-05-24 15:00:54,49.54
2022-05-24 15:03:24,49.63
2022-05-24 15:05:54,49.7
2022-05-24 15:08:24,49.78
2022-05-24 15:10:54,49.83
2022-05-24 15:13:24,49.84
2022-05-24 15:15:54,49.83
2022-05-24 15:20:54,49.69
2022-05-24 15:23:24,49.64
2022-05-24 15:25:54,49.57
2022-05-24 15:30:54,49.53
2022-05-24 15:33:24,49.54
2022-05-24 15:35:54,49.53
2022-05-24 15:38:24,49.5
2022-05-24 15:40:54,49.49
2022-05-24 15:43:24,49.56
2022-05-24 15:48:24,49.59
2022-05-24 15:50:54,49.61
2022-05-24 15:53:24,49.67
2022-05-24 15:55:54,49.71
2022-05-24 15:58:24,49.73
2022-05-24 16:00:54,49.8
2022-05-24 16:03:24,49.82
2022-05-24 16:05:54,49.81
2022-05-24 16:08:24,49.78
2022-05-24 16:10:54,49.75
2022-05-24 16:15:54,49.72
2022-05-24 16:18:24,49.69
2022-05-24 16:20:54,49.62
2022-05-24 16:23:24,49.56
2022-05-24 16:25:54,49.51
2022-05-24 16:28:24,49.49
2022-05-24 16:30:54,49.45
2022-05-24 16:33:24,49.43
2022-05-24 16:35:54,49.51
2022-05-24 16:38:24,49.55
2022-05-24 16:43:24,49.71
2022-05-24 16:45:54,49.76
2022-05-24 16:48:24,49.91
2022-05-24 16:50:54,50.08
2022-05-24 16:53:24,50.24
2022-05-24 16:55:54,50.38
2022-05-24 16:58:24,50.46
2022-05-24 17:00:54,50.56
2022-05-24 17:03:24,50.62
2022-05-24 17:05:54,50.67
2022-05-24 17:08:24,50.66
2022-05-24 17:10:54,50.67
