time,ec_level
2022-05-10 04:55:42,0.1
2022-05-10 05:00:43,0.1
2022-05-10 05:05:44,0.1
2022-05-10 05:10:45,0.1
2022-05-10 05:13:15,0.1
2022-05-10 05:15:46,0.13
2022-05-10 05:23:16,0.1
2022-05-10 05:25:47,0.11
2022-05-10 05:30:49,0.12
2022-05-10 05:35:49,0.1
2022-05-10 05:40:50,0.11
2022-05-10 05:45:51,0.1
2022-05-10 05:50:51,0.1
2022-05-10 05:55:52,0.13
2022-05-10 06:03:24,0.14
2022-05-10 06:08:24,0.13
2022-05-10 06:13:25,0.1
2022-05-10 06:18:26,0.1
2022-05-10 06:23:26,0.1
2022-05-10 06:38:29,0.11
2022-05-10 06:43:30,0.1
2022-05-10 06:48:31,0.11
2022-05-10 06:53:32,0.1
2022-05-10 06:56:02,0.1
2022-05-10 07:01:04,0.1
2022-05-10 07:06:04,0.15
2022-05-10 07:11:05,0.1
2022-05-10 07:18:35,0.1
2022-05-10 07:23:36,0.14
2022-05-10 07:31:07,0.11
2022-05-10 07:46:11,0.12
2022-05-10 07:48:43,0.1
2022-05-10 07:53:43,0.13
2022-05-10 08:01:16,0.11
2022-05-10 08:08:48,0.1
2022-05-10 08:16:19,0.11
2022-05-10 08:21:20,0.13
2022-05-10 08:23:51,0.1
2022-05-10 08:28:52,0.13
2022-05-10 08:33:53,0.1
2022-05-10 08:41:25,0.1
2022-05-10 08:46:26,0.12
2022-05-10 08:53:58,0.11
2022-05-10 08:56:29,0.1
2022-05-10 08:58:59,0.1
2022-05-10 09:14:05,0.14
2022-05-10 09:16:36,0.1
2022-05-10 09:21:37,0.1
2022-05-10 09:26:38,0.1
2022-05-10 09:29:09,0.1
2022-05-10 09:34:10,0.1
2022-05-10 09:39:11,0.13
2022-05-10 09:41:42,0.1
2022-05-10 09:44:13,0.12
2022-05-10 09:46:45,0.12
2022-05-10 09:51:46,0.1
2022-05-10 09:56:47,0.1
2022-05-10 10:01:48,0.1
2022-05-10 10:04:19,0.1
2022-05-10 10:09:20,0.1
2022-05-10 10:14:20,0.14
2022-05-10 10:19:20,0.1
2022-05-10 10:29:24,0.1
2022-05-10 10:34:25,0.1
2022-05-10 10:41:56,0.1
2022-05-10 10:49:29,0.14
2022-05-10 11:02:02,0.1
2022-05-10 11:09:35,0.14
2022-05-10 11:19:39,0.12
2022-05-10 11:27:10,0.12
2022-05-10 11:32:12,0.1
2022-05-10 11:39:44,0.11
2022-05-10 11:44:45,0.1
2022-05-10 11:49:46,0.12
2022-05-10 12:04:32,0.14
2022-05-10 12:10:48,0.13
2022-05-10 12:18:19,0.15
2022-05-10 12:23:20,0.14
2022-05-10 12:30:53,0.1
2022-05-10 12:40:57,0.1
2022-05-10 12:45:57,0.1
2022-05-10 12:50:58,0.15
2022-05-10 12:56:00,0.1
2022-05-10 12:58:30,0.1
2022-05-10 13:03:31,0.1
2022-05-10 13:06:02,0.1
2022-05-10 13:13:33,0.1
2022-05-10 13:18:33,0.1
2022-05-10 13:23:35,0.12
2022-05-10 13:26:07,0.1
2022-05-10 13:33:38,0.1
2022-05-10 13:41:11,0.15
2022-05-10 13:43:42,0.12
2022-05-10 13:51:14,0.11
2022-05-10 13:53:45,0.13
2022-05-10 13:56:15,0.1
2022-05-10 13:58:46,0.1
2022-05-10 14:01:17,0.1
2022-05-10 14:08:49,0.11
2022-05-10 14:16:21,0.12
2022-05-10 14:23:53,0.11
2022-05-10 14:28:54,0.15
2022-05-10 14:33:55,0.1
2022-05-10 14:36:26,0.11
2022-05-10 14:43:59,0.1
2022-05-10 14:46:30,0.14
2022-05-10 14:51:32,0.1
2022-05-10 14:56:32,0.1
2022-05-10 15:01:33,0.1
2022-05-10 15:09:59,0.1
2022-05-10 15:15:00,0.1
2022-05-10 15:20:00,0.12
2022-05-10 15:22:30,0.15
2022-05-10 15:32:43,0.1
2022-05-10 15:37:44,0.1
2022-05-10 15:40:16,0.1
2022-05-10 15:45:16,0.13
2022-05-10 15:47:48,0.14
2022-05-10 15:50:19,0.13
2022-05-10 15:55:20,0.11
2022-05-10 15:57:51,0.1
2022-05-10 16:02:52,0.1
2022-05-10 16:07:53,0.1
2022-05-10 16:15:24,0.11
2022-05-10 16:20:25,0.1
2022-05-10 16:27:58,0.1
2022-05-10 16:32:58,0.11
2022-05-10 16:35:29,0.1
2022-05-10 16:43:01,0.1
2022-05-10 16:48:02,0.1
2022-05-10 16:53:02,0.12
2022-05-10 17:00:34,0.1
2022-05-10 17:10:38,0.12
2022-05-10 17:18:11,0.15
2022-05-10 17:20:42,0.12
2022-05-10 17:25:43,0.11
2022-05-10 17:30:43,0.15
2022-05-10 17:35:45,0.11
2022-05-10 17:38:16,0.13
2022-05-10 17:43:17,0.12
2022-05-10 17:48:17,0.1
2022-05-10 17:53:18,0.12
2022-05-10 17:58:18,0.12
2022-05-10 18:05:51,0.12
2022-05-10 18:08:22,0.1
2022-05-10 18:25:56,0.1
2022-05-10 18:30:57,0.1
2022-05-10 18:33:28,0.1
2022-05-10 18:38:29,0.1
2022-05-10 18:48:32,0.1
2022-05-10 18:53:33,0.1
2022-05-10 18:56:03,0.1
2022-05-10 19:01:04,0.11
2022-05-10 19:06:05,0.13
2022-05-10 19:08:36,0.1
2022-05-10 19:13:37,0.14
2022-05-10 19:16:08,0.1
2022-05-10 19:21:10,0.1
2022-05-10 19:23:40,0.13
2022-05-10 19:28:41,0.1
2022-05-10 19:38:44,0.13
2022-05-10 19:41:14,0.12
2022-05-10 19:48:46,0.11
2022-05-10 19:51:16,0.14
2022-05-10 19:53:47,0.1
2022-05-10 20:01:18,0.12
2022-05-10 20:03:49,0.1
2022-05-10 20:08:51,0.13
2022-05-10 20:11:21,0.13
2022-05-10 20:13:51,0.1
2022-05-10 20:18:52,0.1
2022-05-10 20:28:55,0.12
2022-05-10 20:31:25,0.1
2022-05-10 20:33:56,0.14
2022-05-10 20:36:27,0.1
2022-05-10 20:51:29,0.11
2022-05-10 20:53:59,0.11
2022-05-10 20:56:30,0.1
2022-05-10 20:59:01,0.1
2022-05-10 21:06:33,0.1
2022-05-10 21:09:04,0.1
2022-05-10 21:11:35,0.12
2022-05-10 21:14:05,0.11
2022-05-10 21:16:36,0.11
2022-05-10 21:19:07,0.1
2022-05-10 21:24:07,0.1
2022-05-10 21:26:38,0.1
2022-05-10 21:29:08,0.1
2022-05-10 21:31:39,0.1
2022-05-10 21:41:42,0.1
2022-05-10 21:44:13,0.12
2022-05-10 21:49:14,0.1
2022-05-10 21:51:44,0.1
2022-05-10 21:56:46,0.1
2022-05-10 22:04:17,0.1
2022-05-10 22:11:49,0.1
2022-05-10 22:16:51,0.1
2022-05-10 22:19:21,0.11
2022-05-10 22:21:52,0.1
2022-05-10 22:31:55,0.1
2022-05-10 22:39:26,0.1
2022-05-10 22:54:30,0.11
2022-05-10 23:02:02,0.1
2022-05-10 23:07:03,0.1
2022-05-10 23:09:33,0.14
2022-05-10 23:17:05,0.1
2022-05-10 23:19:36,0.1
2022-05-10 23:24:36,0.1
2022-05-10 23:27:07,0.1
2022-05-10 23:34:39,0.1
2022-05-10 23:39:40,0.11
2022-05-10 23:47:12,0.1
2022-05-10 23:49:43,0.1
2022-05-10 23:52:14,0.1
2022-05-11 00:02:18,0.1
2022-05-11 00:09:49,0.13
2022-05-11 00:17:21,0.1
2022-05-11 00:24:53,0.12
2022-05-11 00:29:53,0.1
2022-05-11 00:32:24,0.1
2022-05-11 00:39:57,0.1
2022-05-11 00:47:28,0.14
2022-05-11 00:55:00,0.1
2022-05-11 01:05:00,0.11
2022-05-11 01:12:32,0.1
2022-05-11 01:15:03,0.1
2022-05-11 01:20:03,0.12
2022-05-11 01:25:04,0.11
2022-05-11 01:30:06,0.1
2022-05-11 01:32:37,0.11
2022-05-11 01:35:08,0.12
2022-05-11 01:42:40,0.1
2022-05-11 01:50:12,0.1
2022-05-11 01:52:43,0.1
2022-05-11 01:55:13,0.1
2022-05-11 02:00:14,0.1
2022-05-11 02:07:46,0.13
2022-05-11 02:10:16,0.1
2022-05-11 02:12:47,0.1
2022-05-11 02:15:17,0.1
2022-05-11 02:22:48,0.12
2022-05-11 02:25:18,0.1
2022-05-11 02:27:49,0.1
2022-05-11 02:32:50,0.1
2022-05-11 02:37:52,0.1
2022-05-11 02:40:22,0.1
2022-05-11 02:47:55,0.1
2022-05-11 02:50:26,0.1
2022-05-11 02:57:58,0.1
2022-05-11 03:08:00,0.12
2022-05-11 03:18:04,0.1
2022-05-11 03:23:04,0.1
2022-05-11 03:35:38,0.11
2022-05-11 03:43:10,0.12
2022-05-11 03:48:10,0.12
2022-05-11 03:53:12,0.1
2022-05-11 03:55:43,0.1
2022-05-11 03:58:14,0.1
2022-05-11 04:05:46,0.14
2022-05-11 04:10:46,0.12
2022-05-11 04:13:18,0.13
2022-05-11 04:18:18,0.1
2022-05-11 04:20:50,0.1
2022-05-11 04:33:22,0.11
2022-05-11 04:35:54,0.1
2022-05-11 04:43:25,0.1
2022-05-11 04:48:26,0.1
2022-05-11 04:50:57,0.12
2022-05-11 04:55:58,0.1
2022-05-11 05:00:59,0.11
2022-05-11 05:11:01,0.1
2022-05-11 05:23:35,0.12
2022-05-11 05:31:06,0.1
2022-05-11 05:33:36,0.14
2022-05-11 05:41:08,0.1
2022-05-11 05:43:39,0.11
2022-05-11 05:46:10,0.14
2022-05-11 05:56:14,0.1
2022-05-11 06:03:46,0.1
2022-05-11 06:06:17,0.1
2022-05-11 06:11:18,0.14
2022-05-11 06:18:50,0.1
2022-05-11 06:26:21,0.13
2022-05-11 06:31:23,0.13
2022-05-11 06:36:24,0.1
2022-05-11 06:41:24,0.1
2022-05-11 06:43:55,0.1
2022-05-11 06:51:27,0.1
2022-05-11 06:53:58,0.1
2022-05-11 07:01:31,0.11
2022-05-11 07:06:32,0.1
2022-05-11 07:16:35,0.14
2022-05-11 07:21:35,0.1
2022-05-11 07:26:36,0.14
2022-05-11 07:29:08,0.1
2022-05-11 07:31:38,0.1
2022-05-11 07:36:39,0.1
2022-05-11 07:39:10,0.13
2022-05-11 07:46:42,0.1
2022-05-11 07:54:14,0.1
2022-05-11 08:01:45,0.11
2022-05-11 08:04:17,0.1
2022-05-11 08:11:49,0.11
2022-05-11 08:19:21,0.1
2022-05-11 08:21:52,0.1
2022-05-11 08:29:22,0.11
2022-05-11 08:31:53,0.11
2022-05-11 08:39:25,0.1
2022-05-11 08:41:55,0.12
2022-05-11 08:46:55,0.1
2022-05-11 08:49:26,0.1
2022-05-11 08:54:27,0.14
2022-05-11 08:56:58,0.12
2022-05-11 08:59:29,0.1
2022-05-11 09:04:30,0.1
2022-05-11 09:07:01,0.1
2022-05-11 09:09:31,0.1
2022-05-11 09:12:02,0.11
2022-05-11 09:14:33,0.1
2022-05-11 09:24:36,0.1
2022-05-11 09:29:37,0.1
2022-05-11 09:32:08,0.14
2022-05-11 09:37:09,0.1
2022-05-11 09:39:39,0.12
2022-05-11 09:44:40,0.12
2022-05-11 09:47:11,0.1
2022-05-11 09:52:12,0.1
2022-05-11 09:59:43,0.11
2022-05-11 10:04:44,0.11
2022-05-11 10:07:15,0.1
2022-05-11 10:14:47,0.1
2022-05-11 10:17:18,0.13
2022-05-11 10:27:22,0.13
2022-05-11 10:29:53,0.1
2022-05-11 10:42:26,0.12
2022-05-11 10:52:28,0.1
2022-05-11 10:57:28,0.11
2022-05-11 11:02:30,0.12
2022-05-11 11:10:02,0.11
2022-05-11 11:35:09,0.15
2022-05-11 13:28:01,0.14
2022-05-11 13:33:03,0.09
2022-05-11 13:43:06,0.13
2022-05-11 13:48:07,0.14
2022-05-11 13:53:08,0.18
2022-05-11 13:55:38,0.13
2022-05-11 13:58:10,0.13
2022-05-11 14:03:11,0.13
2022-05-11 14:08:12,0.17
2022-05-11 14:13:13,0.17
2022-05-11 14:15:44,0.13
2022-05-11 14:20:45,0.13
2022-05-11 14:23:16,0.16
2022-05-11 14:28:17,0.13
2022-05-11 14:35:49,0.13
2022-05-11 14:40:50,0.13
2022-05-11 14:45:52,0.13
2022-05-11 14:48:23,0.13
2022-05-11 14:50:54,0.13
2022-05-11 14:53:24,0.13
2022-05-11 14:58:26,0.14
2022-05-11 15:03:27,0.13
2022-05-11 15:15:59,0.13
2022-05-11 15:21:00,0.13
2022-05-11 15:23:31,0.13
2022-05-11 15:33:32,0.14
2022-05-11 15:38:33,0.13
2022-05-11 15:46:07,0.13
2022-05-11 15:48:38,0.18
2022-05-11 15:58:43,0.16
2022-05-11 16:03:44,0.14
2022-05-11 16:08:45,0.14
2022-05-11 16:11:15,0.13
2022-05-11 16:16:16,0.17
2022-05-11 16:23:48,0.14
2022-05-11 16:28:49,0.16
2022-05-11 16:33:50,0.13
2022-05-11 16:38:51,0.14
2022-05-11 16:46:25,0.13
2022-05-11 16:58:59,0.13
2022-05-11 17:01:29,0.17
2022-05-11 17:09:02,0.14
2022-05-11 17:24:07,0.13
2022-05-11 17:34:11,0.13
2022-05-11 17:39:11,0.18
2022-05-11 17:44:12,0.14
2022-05-11 17:49:14,0.14
2022-05-11 17:54:16,0.14
2022-05-11 17:59:17,0.13
2022-05-11 18:01:48,0.14
2022-05-11 18:06:50,0.14
2022-05-11 18:11:52,0.14
2022-05-11 18:16:52,0.16
2022-05-11 18:31:57,0.16
2022-05-11 18:34:28,0.17
2022-05-11 18:39:29,0.14
2022-05-11 18:44:30,0.14
2022-05-11 18:52:03,0.18
2022-05-11 18:59:34,0.14
2022-05-11 19:04:35,0.15
2022-05-11 19:07:05,0.17
2022-05-11 19:12:07,0.14
2022-05-11 19:24:39,0.18
2022-05-11 19:29:40,0.14
2022-05-11 19:32:10,0.14
2022-05-11 19:42:13,0.14
2022-05-11 19:44:45,0.13
2022-05-11 19:49:46,0.18
2022-05-11 19:54:47,0.14
2022-05-11 19:59:48,0.14
2022-05-11 20:04:49,0.14
2022-05-11 20:09:50,0.16
2022-05-11 20:12:20,0.14
2022-05-11 20:14:51,0.14
2022-05-11 20:17:21,0.13
2022-05-11 20:22:22,0.15
2022-05-11 20:27:23,0.14
2022-05-11 20:34:56,0.16
2022-05-11 20:39:57,0.14
2022-05-11 20:44:59,0.13
2022-05-11 20:47:30,0.14
2022-05-11 20:52:32,0.14
2022-05-11 20:57:33,0.13
2022-05-11 21:02:34,0.16
2022-05-11 21:07:35,0.14
2022-05-11 21:12:36,0.14
2022-05-11 21:17:37,0.14
2022-05-11 21:22:38,0.13
2022-05-11 21:27:39,0.14
2022-05-11 21:32:40,0.18
2022-05-11 21:35:11,0.15
2022-05-11 21:37:41,0.17
2022-05-11 21:40:11,0.18
2022-05-11 21:45:12,0.14
2022-05-11 21:47:44,0.13
2022-05-11 21:50:15,0.14
2022-05-11 21:55:16,0.17
2022-05-11 22:00:16,0.15
2022-05-11 22:07:48,0.15
2022-05-11 22:12:48,0.14
2022-05-11 22:20:20,0.14
2022-05-11 22:22:51,0.14
2022-05-11 22:27:52,0.14
2022-05-11 22:32:53,0.14
2022-05-11 22:37:53,0.14
2022-05-11 22:40:24,0.15
2022-05-11 22:45:25,0.19
2022-05-11 22:47:55,0.17
2022-05-11 22:55:28,0.17
2022-05-11 23:00:29,0.16
2022-05-11 23:05:29,0.14
2022-05-11 23:15:33,0.15
2022-05-11 23:23:05,0.14
2022-05-11 23:30:37,0.18
2022-05-11 23:38:08,0.14
2022-05-11 23:40:39,0.14
2022-05-11 23:45:40,0.17
2022-05-11 23:50:41,0.17
2022-05-11 23:53:11,0.16
2022-05-11 23:55:42,0.14
2022-05-12 00:03:14,0.13
2022-05-12 00:13:16,0.14
2022-05-12 00:18:17,0.14
2022-05-12 00:25:47,0.15
2022-05-12 00:33:18,0.14
2022-05-12 00:38:18,0.14
2022-05-12 00:40:49,0.17
2022-05-12 00:43:20,0.14
2022-05-12 00:45:50,0.18
2022-05-12 00:50:51,0.14
2022-05-12 00:53:23,0.14
2022-05-12 01:00:55,0.14
2022-05-12 01:03:25,0.13
2022-05-12 01:10:57,0.13
2022-05-12 01:13:27,0.18
2022-05-12 01:18:28,0.13
2022-05-12 01:20:59,0.13
2022-05-12 01:26:00,0.13
2022-05-12 01:33:32,0.14
2022-05-12 01:36:02,0.13
2022-05-12 01:53:36,0.13
2022-05-12 01:58:38,0.13
2022-05-12 02:01:09,0.16
2022-05-12 02:06:11,0.14
2022-05-12 02:11:12,0.14
2022-05-12 02:13:44,0.14
2022-05-12 02:21:15,0.14
2022-05-12 02:26:17,0.14
2022-05-12 02:31:18,0.13
2022-05-12 02:36:20,0.14
2022-05-12 02:41:21,0.16
2022-05-12 02:53:56,0.13
2022-05-12 02:58:58,0.17
2022-05-12 03:01:28,0.13
2022-05-12 03:08:59,0.13
2022-05-12 03:19:03,0.14
2022-05-12 03:21:34,0.13
2022-05-12 03:24:05,0.14
2022-05-12 03:29:06,0.14
2022-05-12 03:36:38,0.13
2022-05-12 03:41:39,0.13
2022-05-12 03:44:09,0.13
2022-05-12 03:49:10,0.13
2022-05-12 03:56:42,0.14
2022-05-12 04:01:44,0.17
2022-05-12 04:06:45,0.14
2022-05-12 04:11:46,0.18
2022-05-12 04:19:18,0.18
2022-05-12 04:21:48,0.14
2022-05-12 04:26:50,0.16
2022-05-12 04:29:20,0.13
2022-05-12 04:31:51,0.18
2022-05-12 04:34:21,0.14
2022-05-12 04:41:53,0.17
2022-05-12 04:44:23,0.13
2022-05-12 04:49:24,0.13
2022-05-12 04:51:54,0.15
2022-05-12 04:56:56,0.17
2022-05-12 05:01:57,0.13
2022-05-12 05:06:58,0.14
2022-05-12 05:14:30,0.13
2022-05-12 05:27:04,0.13
2022-05-12 05:32:05,0.15
2022-05-12 05:47:08,0.14
2022-05-12 05:49:38,0.14
2022-05-12 05:59:40,0.19
2022-05-12 06:04:41,0.13
2022-05-12 06:07:12,0.18
2022-05-12 06:12:13,0.14
2022-05-12 06:19:46,0.14
2022-05-12 06:22:17,0.15
2022-05-12 06:24:47,0.19
2022-05-12 06:27:18,0.14
2022-05-12 06:29:48,0.15
2022-05-12 06:42:23,0.16
2022-05-12 06:47:24,0.13
2022-05-12 06:54:56,0.13
2022-05-12 06:57:27,0.19
2022-05-12 06:59:57,0.13
2022-05-12 07:02:28,0.14
2022-05-12 07:30:06,0.13
2022-05-12 07:32:37,0.17
2022-05-12 07:35:08,0.18
2022-05-12 07:52:42,0.16
2022-05-12 07:57:43,0.13
2022-05-12 08:02:43,0.14
2022-05-12 08:07:45,0.15
2022-05-12 08:15:18,0.16
2022-05-12 08:22:49,0.14
2022-05-12 08:27:51,0.14
2022-05-12 08:35:22,0.19
2022-05-12 08:40:23,0.15
2022-05-12 08:47:56,0.16
2022-05-12 08:55:27,0.15
2022-05-12 09:05:30,0.13
2022-05-12 09:13:01,0.18
2022-05-12 09:18:02,0.18
2022-05-12 09:25:34,0.14
2022-05-12 09:35:36,0.14
2022-05-12 09:40:37,0.14
2022-05-12 09:45:38,0.18
2022-05-12 09:55:41,0.14
2022-05-12 10:03:14,0.14
2022-05-12 10:08:15,0.17
2022-05-12 10:15:47,0.14
2022-05-12 10:20:47,0.14
2022-05-12 10:25:49,0.16
2022-05-12 10:28:20,0.18
2022-05-12 10:35:52,0.14
2022-05-12 10:38:23,0.16
2022-05-12 10:45:56,0.14
2022-05-12 10:56:00,0.13
2022-05-12 11:01:00,0.19
2022-05-12 11:03:32,0.18
2022-05-12 11:06:02,0.14
2022-05-12 11:08:32,0.14
2022-05-12 11:11:04,0.14
2022-05-12 11:13:36,0.19
2022-05-12 11:18:38,0.14
2022-05-12 11:21:07,0.14
2022-05-12 11:28:39,0.14
2022-05-12 11:33:39,0.14
2022-05-12 11:41:12,0.14
2022-05-12 11:46:13,0.17
2022-05-12 11:48:44,0.17
2022-05-12 11:53:45,0.14
2022-05-12 11:58:46,0.15
2022-05-12 12:03:48,0.14
2022-05-12 12:08:48,0.14
2022-05-12 12:13:49,0.14
2022-05-12 12:23:51,0.14
2022-05-12 12:38:56,0.14
2022-05-12 12:43:56,0.19
2022-05-12 12:48:57,0.16
2022-05-12 12:51:28,0.14
2022-05-12 12:56:29,0.14
2022-05-12 13:01:30,0.14
2022-05-12 13:09:02,0.14
2022-05-12 13:14:04,0.19
2022-05-12 13:21:36,0.14
2022-05-12 13:29:07,0.14
2022-05-12 13:36:40,0.14
2022-05-12 13:41:41,0.17
2022-05-12 13:46:42,0.17
2022-05-12 13:51:43,0.15
2022-05-12 13:56:44,0.14
2022-05-12 14:01:45,0.14
2022-05-12 14:04:16,0.14
2022-05-12 14:09:17,0.15
2022-05-12 14:11:48,0.17
2022-05-12 14:16:49,0.14
2022-05-12 14:19:20,0.14
2022-05-12 14:24:21,0.14
2022-05-12 14:31:52,0.15
2022-05-12 14:34:23,0.14
2022-05-12 14:39:24,0.19
2022-05-12 14:46:57,0.14
2022-05-12 14:51:58,0.14
2022-05-12 14:56:58,0.15
2022-05-12 14:59:29,0.14
2022-05-12 15:04:29,0.14
2022-05-12 15:09:30,0.14
2022-05-12 15:14:31,0.15
2022-05-12 15:22:03,0.14
2022-05-12 15:27:04,0.19
2022-05-12 15:39:37,0.14
2022-05-12 15:42:09,0.19
2022-05-12 15:44:40,0.14
2022-05-12 15:52:13,0.14
2022-05-12 15:59:44,0.17
2022-05-12 16:02:15,0.19
2022-05-12 16:14:50,0.16
2022-05-12 16:19:50,0.14
2022-05-12 16:27:22,0.14
2022-05-12 16:29:52,0.15
2022-05-12 16:34:54,0.14
2022-05-12 16:42:25,0.17
2022-05-12 16:52:29,0.14
2022-05-12 16:55:00,0.14
2022-05-12 17:00:01,0.14
2022-05-12 17:05:01,0.14
2022-05-12 17:12:33,0.19
2022-05-12 17:22:37,0.17
2022-05-12 17:27:38,0.14
2022-05-12 17:30:08,0.14
2022-05-12 17:35:09,0.15
2022-05-12 17:40:10,0.17
2022-05-12 17:42:41,0.15
2022-05-12 17:50:14,0.14
2022-05-12 17:57:45,0.14
2022-05-12 18:05:17,0.17
2022-05-12 18:07:48,0.14
2022-05-12 18:10:19,0.14
2022-05-12 18:15:20,0.14
2022-05-12 18:20:21,0.14
2022-05-12 18:25:21,0.14
2022-05-12 18:30:22,0.16
2022-05-12 18:40:25,0.14
2022-05-12 18:45:26,0.16
2022-05-12 18:50:27,0.14
2022-05-12 19:05:31,0.15
2022-05-12 19:15:35,0.17
2022-05-12 19:18:06,0.15
2022-05-12 19:20:36,0.14
2022-05-12 19:23:07,0.14
2022-05-12 19:30:39,0.16
2022-05-12 19:38:11,0.15
2022-05-12 19:45:43,0.14
2022-05-12 19:50:45,0.14
2022-05-12 19:55:45,0.14
2022-05-12 20:00:46,0.14
2022-05-12 20:05:47,0.18
2022-05-12 20:08:18,0.14
2022-05-12 20:13:19,0.14
2022-05-12 20:18:20,0.14
2022-05-12 20:23:20,0.15
2022-05-12 20:30:52,0.19
2022-05-12 20:33:23,0.17
2022-05-12 20:35:55,0.14
2022-05-12 20:51:00,0.16
2022-05-12 20:56:01,0.14
2022-05-12 20:58:31,0.16
2022-05-12 21:06:03,0.15
2022-05-12 21:11:04,0.18
2022-05-12 21:16:04,0.19
2022-05-12 21:23:36,0.14
2022-05-12 21:31:09,0.14
2022-05-12 21:38:41,0.17
2022-05-12 21:41:11,0.14
2022-05-12 21:46:11,0.19
2022-05-12 21:53:43,0.14
2022-05-12 21:58:43,0.17
2022-05-12 22:08:45,0.14
2022-05-12 22:16:17,0.14
2022-05-12 22:28:49,0.14
2022-05-12 22:36:21,0.14
2022-05-12 22:41:22,0.14
2022-05-12 22:43:53,0.17
2022-05-12 22:48:54,0.15
2022-05-12 22:56:26,0.14
2022-05-12 23:01:27,0.18
2022-05-12 23:06:28,0.14
2022-05-12 23:11:28,0.14
2022-05-12 23:13:59,0.14
2022-05-12 23:21:31,0.14
2022-05-12 23:26:32,0.14
2022-05-12 23:34:04,0.14
2022-05-12 23:39:05,0.15
2022-05-12 23:41:36,0.14
2022-05-12 23:46:38,0.14
2022-05-12 23:59:10,0.14
2022-05-13 00:11:43,0.17
2022-05-13 00:16:43,0.16
2022-05-13 00:21:44,0.14
2022-05-13 00:26:45,0.17
2022-05-13 00:29:15,0.15
2022-05-13 00:36:47,0.16
2022-05-13 00:39:18,0.14
2022-05-13 00:46:49,0.14
2022-05-13 00:49:20,0.18
2022-05-13 00:51:51,0.18
2022-05-13 00:59:22,0.14
2022-05-13 01:04:23,0.14
2022-05-13 01:09:25,0.14
2022-05-13 01:22:00,0.14
2022-05-13 01:37:04,0.14
2022-05-13 01:49:37,0.15
2022-05-13 01:57:10,0.18
2022-05-13 02:04:42,0.17
2022-05-13 02:07:14,0.19
2022-05-13 02:09:45,0.15
2022-05-13 02:17:17,0.14
2022-05-13 02:22:17,0.14
